code,tradeStatus,name
603348,1,文灿股份
603351,1,威尔药业
603353,1,和顺石油
603355,1,莱克电气
603356,1,华菱精工
603357,1,设计总院
603358,1,华达科技
603359,1,*ST东珠
603360,1,百傲化学
603363,1,傲农生物
603365,1,水星家纺
603366,1,日出东方
603367,1,辰欣药业
603368,1,柳药集团
603369,1,今世缘
603373,1,安邦护卫
603375,1,盛景微
603377,1,ST东时
603378,1,*ST亚士
603379,1,三美股份
603380,1,易德龙
603383,1,顶点软件
603385,1,惠达卫浴
603386,1,骏亚科技
603387,1,基蛋生物
603388,1,*ST元成
603389,1,*ST亚振
603390,1,通达电气
603392,1,万泰生物
603393,1,新天然气
603396,1,金辰股份
603398,1,*ST沐邦
603399,1,永杉锂业
603408,1,建霖家居
603416,1,信捷电气
603421,1,鼎信通讯
603429,1,*ST集友
603439,1,三力制药
603444,1,吉比特
603456,1,九洲药业
603458,1,勘设股份
603466,1,风语筑
603477,1,巨星农牧
603486,1,科沃斯
603488,1,展鹏科技
603489,1,八方股份
603496,1,恒为科技
603499,1,翔港科技
603500,1,祥和实业
603501,1,豪威集团
603505,1,金石资源
603506,1,南都物业
603507,1,振江股份
603508,1,思维列控
603511,1,爱慕股份
603515,1,欧普照明
603516,1,淳中科技
603517,1,ST绝味
603518,1,锦泓集团
603519,1,立霸股份
603520,1,司太立
603527,1,众源新材
603528,1,多伦科技
603529,1,爱玛科技
603530,1,神马电力
603533,1,掌阅科技
603535,1,嘉诚国际
603536,1,惠发食品
603538,1,美诺华
603551,1,奥普科技
603556,1,海兴电力
603557,1,*ST起步
603558,1,健盛集团
603559,1,ST通脉
603565,1,中谷物流
603566,1,普莱柯
603567,1,珍宝岛
603568,1,伟明环保
603569,1,长久物流
603577,1,汇金通
603578,1,三星新材
603579,1,荣泰健康
603580,1,*ST艾艾
603583,1,捷昌驱动
603585,1,苏利股份
603586,1,金麒麟
603587,1,地素时尚
603588,1,高能环境
603589,1,口子窖
603590,1,康辰药业
603595,1,ST东尼
603596,1,伯特利
603598,1,引力传媒
603599,1,广信股份
603600,1,永艺股份
603601,1,再升科技
603602,1,纵横通信
603605,1,珀莱雅
603606,1,东方电缆
603607,1,京华激光
603608,1,天创时尚
603609,1,禾丰股份
603610,1,麒盛科技
603611,1,诺力股份
603612,1,索通发展
603613,1,国联股份
603615,1,茶花股份
603616,1,韩建河山
603617,1,君禾股份
603618,1,杭电股份
603619,1,中曼石油
603626,1,科森科技
603628,1,清源股份
603629,1,利通电子
603630,1,拉芳家化
603633,1,徕木股份
603636,1,南威软件
603637,1,镇海股份
603638,1,艾迪精密
603639,1,海利尔
603648,1,畅联股份
603650,1,彤程新材
603655,1,朗博科技
603656,1,泰禾智能
603657,1,春光科技
603658,1,安图生物
603659,1,璞泰来
603660,1,苏州科达
603661,1,恒林股份
603662,1,柯力传感
603663,1,三祥新材
603665,1,康隆达
603666,1,亿嘉和
603667,1,五洲新春
603668,1,天马科技
603669,1,灵康药业
603676,1,卫信康
603677,1,奇精机械
603678,1,火炬电子
603679,1,华体科技
603680,1,今创集团
603681,1,永冠新材
603682,1,锦和商管
603683,1,晶华新材
603685,1,晨丰科技
603686,1,福龙马
603687,1,大胜达
603688,1,石英股份
603689,1,皖天然气
603690,1,至纯科技
603693,1,江苏新能
603696,1,安记食品
603697,1,有友食品
603698,1,航天工程
603699,1,纽威股份
603700,1,宁水集团
603701,1,德宏股份
603703,1,盛洋科技
603706,1,东方环宇
603707,1,健友股份
603708,1,家家悦
603709,1,中源家居
603711,1,香飘飘
603712,1,七一二
603713,1,密尔克卫
603716,1,塞力医疗
603717,1,天域生物
603718,1,*ST海利
603719,1,良品铺子
603721,1,中广天择
603722,1,阿科力
603725,1,天安新材
603726,1,朗迪集团
603727,1,博迈科
603728,1,鸣志电器
603729,1,ST龙韵
603730,1,岱美股份
603733,1,仙鹤股份
603737,1,三棵树
603738,1,泰晶科技
603739,1,蔚蓝生物
603755,1,日辰股份
603757,1,大元泵业
603758,1,秦安股份
603759,1,海天股份
603766,1,隆鑫通用
603767,1,中马传动
603768,1,常青股份
603773,1,沃格光电
603776,1,永安行
603777,1,来伊份
603778,1,国晟科技
603779,1,威龙股份
603786,1,科博达
603787,1,新日股份
603788,1,宁波高发
603789,1,ST星农
603790,1,雅运股份
603797,1,联泰环保
603798,1,康普顿
603799,1,华友钴业
603800,1,洪田股份
603801,1,志邦家居
603803,1,瑞斯康达
603806,1,福斯特
603808,1,歌力思
603809,1,豪能股份
603810,1,丰山集团
603811,1,诚意药业
603813,1,*ST原尚
603815,1,交建股份
603816,1,顾家家居
603817,1,海峡环保
603818,1,曲美家居
603819,1,神力股份
603822,1,ST嘉澳
603823,1,百合花
603825,1,ST华扬
603826,1,坤彩科技
603828,1,*ST利达
603829,1,洛凯股份
603833,1,欧派家居
603836,1,海程邦达
603838,1,*ST四通
603839,1,安正时尚
603843,1,*ST正平
603848,1,好太太
603855,1,华荣股份
603856,1,东宏股份
603858,1,步长制药
603859,1,能科科技
603860,1,中公高科
603861,1,白云电器
603863,1,松炀资源
603866,1,桃李面包
603867,1,新化股份
603868,1,飞科电器
603869,1,ST智知
603871,1,嘉友国际
603876,1,鼎胜新材
603877,1,太平鸟
603878,1,武进不锈
603879,1,永悦科技
603880,1,南卫股份
603881,1,数据港
603882,1,金域医学
603883,1,老百姓
603885,1,吉祥航空
603886,1,元祖股份
603887,1,城地香江
603888,1,新华网
603889,1,新澳股份
603890,1,春秋电子
603893,1,瑞芯微
603895,1,天永智能
603896,1,寿仙谷
603897,1,长城科技
603898,1,好莱客
603899,1,晨光股份
603900,1,莱绅通灵
603901,1,永创智能
603903,1,中持股份
603906,1,龙蟠科技
603908,1,牧高笛
603909,1,建发合诚
603912,1,佳力图
603915,1,国茂股份
603916,1,苏博特
603917,1,合力科技
603918,1,金桥信息
603919,1,金徽酒
603920,1,世运电路
603922,1,ST金鸿顺
603926,1,铁流股份
603927,1,中科软
603928,1,兴业股份
603929,1,亚翔集成
603931,1,格林达
603933,1,睿能科技
603936,1,博敏电子
603937,1,丽岛新材
603938,1,三孚股份
603939,1,益丰药房
603948,1,建业股份
603949,1,雪龙集团
603950,1,长源东谷
603955,1,大千生态
603956,1,威派格
603958,1,哈森股份
603959,1,ST百利
603960,1,克来机电
603963,1,*ST大药
603966,1,法兰泰克
603967,1,中创物流
603968,1,醋化股份
603969,1,银龙股份
603970,1,中农立华
603976,1,正川股份
603977,1,国泰集团
603978,1,深圳新星
603979,1,金诚信
603980,1,吉华集团
603982,1,泉峰汽车
603983,1,丸美生物
603985,1,恒润股份
603986,1,兆易创新
603987,1,康德莱
603988,1,中电电机
603989,1,艾华集团
603990,1,麦迪科技
603991,1,领先股份
603992,1,松霖科技
603993,1,洛阳钼业
603995,1,甬金股份
603997,1,继峰股份
603998,1,方盛制药
603999,1,读者传媒
605001,1,威奥股份
605003,1,众望布艺
605005,1,合兴股份
605006,1,山东玻纤
605007,1,五洲特纸
605008,1,长鸿高科
605009,1,豪悦护理
605011,1,杭州热电
605016,1,百龙创园
605018,1,长华集团
605020,1,永和股份
605028,1,世茂能源
605033,1,美邦股份
605050,1,福然德
605055,1,迎丰股份
605056,1,咸亨国际
605058,1,澳弘电子
605060,1,联德股份
605066,1,天正电气
605068,1,明新旭腾
605069,1,正和生态
605077,1,华康股份
605080,1,浙江自然
605081,1,退市太和
605086,1,龙高股份
605088,1,冠盛股份
605089,1,味知香
605090,1,九丰能源
605098,1,行动教育
605099,1,共创草坪
605100,1,华丰股份
605108,1,同庆楼
605111,1,新洁能
605116,1,奥锐特
605117,1,德业股份
605118,1,力鼎光电
605122,1,四方新材
605123,1,派克新材
605128,1,上海沿浦
605133,1,嵘泰股份
605136,1,丽人丽妆
605138,1,盛泰集团
605151,1,西上海
605155,1,西大门
605158,1,华达新材
605162,1,新中港
605166,1,聚合顺
605167,1,利柏特
605168,1,三人行
605169,1,洪通燃气
605177,1,东亚药业
605178,1,时空科技
605179,1,一鸣食品
605180,1,华生科技
605183,1,确成股份
605186,1,健麾信息
605188,1,国光连锁
605189,1,富春染织
605196,1,华通线缆
605198,1,安德利
605199,1,ST葫芦娃
605208,1,永茂泰
605218,1,伟时电子
605222,1,起帆电缆
605228,1,神通科技
605255,1,天普股份
605258,1,协和电子
605259,1,绿田机械
605266,1,健之佳
605268,1,王力安防
605277,1,新亚电子
605286,1,同力天启
605287,1,德才股份
605288,1,凯迪股份
605289,1,罗曼股份
605296,1,神农集团
605298,1,必得科技
605299,1,舒华体育
605300,1,佳禾食品
605303,1,园林股份
605305,1,中际联合
605318,1,法狮龙
605319,1,无锡振华
605333,1,沪光股份
605336,1,*ST帅电
605337,1,李子园
605338,1,巴比食品
605339,1,南侨食品
605358,1,立昂微
605365,1,立达信
605366,1,宏柏新材
605368,1,蓝天燃气
605369,1,拱东医疗
605376,1,博迁新材
605377,1,华旺科技
605378,1,野马电池
605388,1,均瑶健康
605389,1,长龄液压
605398,1,新炬网络
605399,1,晨光新材
605488,1,福莱新材
605499,1,东鹏饮料
605500,1,森林包装
605507,1,国邦医药
605555,1,德昌股份
605566,1,福莱蒽特
605567,1,春雪食品
605577,1,龙版传媒
605580,1,恒盛能源
605588,1,冠石科技
605589,1,圣泉集团
605598,1,上海港湾
605599,1,菜百股份
688001,1,华兴源创
688002,1,睿创微纳
688003,1,天准科技
688004,1,博汇科技
688005,1,容百科技
688006,1,杭可科技
688007,1,光峰科技
688008,1,澜起科技
688009,1,中国通号
688010,1,福光股份
688011,1,新光光电
688012,1,中微公司
688013,1,天臣医疗
688015,1,交控科技
688016,1,心脉医疗
688017,1,绿的谐波
688018,1,乐鑫科技
688019,1,安集科技
688020,1,方邦股份
688021,1,奥福科技
688022,1,ST瀚川
688023,1,安恒信息
688025,1,杰普特
688026,1,洁特生物
688027,1,国盾量子
688028,1,沃尔德
688029,1,南微医学
688030,1,山石网科
688031,1,星环科技
688032,1,禾迈股份
688033,1,*ST天宜
688035,1,德邦科技
688036,1,传音控股
688037,1,芯源微
688038,1,中科通达
688039,1,当虹科技
688041,1,海光信息
688045,1,必易微
688046,1,药康生物
688047,1,龙芯中科
688048,1,长光华芯
688049,1,炬芯科技
688050,1,爱博医疗
688051,1,佳华科技
688052,1,纳芯微
688053,1,ST思科瑞
688055,1,龙腾光电
688056,1,莱伯泰科
688057,1,金达莱
688058,1,宝兰德
688059,1,华锐精密
688060,1,云涌科技
688061,1,灿瑞科技
688062,1,迈威生物
688063,1,派能科技
688065,1,凯赛生物
688066,1,*ST航图
688067,1,爱威科技
688068,1,热景生物
688069,1,德林海
688070,1,纵横股份
688071,1,华依科技
688072,1,拓荆科技
688073,1,毕得医药
688075,1,安旭生物
688076,1,ST诺泰
688077,1,大地熊
688078,1,龙软科技
688079,1,美迪凯
688080,1,映翰通
688081,1,兴图新科
688082,1,盛美上海
688083,1,中望软件
688084,1,晶品特装
688085,1,三友医疗
688087,1,英科再生
688088,1,虹软科技
688089,1,嘉必优
688090,1,瑞松科技
688091,1,上海谊众
688092,1,爱科科技
688093,1,世华科技
688095,1,福昕软件
688096,1,京源环保
688097,1,博众精工
688098,1,申联生物
688099,1,晶晨股份
688100,1,威胜信息
688101,1,三达膜
688102,1,斯瑞新材
688103,1,国力电子
688105,1,诺唯赞
688106,1,金宏气体
688107,1,安路科技
688108,1,赛诺医疗
688109,1,品茗科技
688110,1,东芯股份
688111,1,金山办公
688112,1,鼎阳科技
688113,1,联测科技
688114,1,华大智造
688115,1,思林杰
688116,1,天奈科技
688117,1,圣诺生物
688118,1,普元信息
688119,1,中钢洛耐
688120,1,华海清科
688121,1,卓然股份
688122,1,西部超导
688123,1,聚辰股份
688125,1,安达智能
688126,1,沪硅产业
688127,1,蓝特光学
688128,1,中国电研
688129,1,东来技术
688130,1,晶华微
688131,1,皓元医药
688132,1,邦彦技术
688133,1,泰坦科技
688135,1,利扬芯片
688136,1,科兴制药
688137,1,近岸蛋白
688138,1,清溢光电
688139,1,海尔生物
688141,1,杰华特
688143,1,长盈通
688146,1,中船特气
688147,1,微导纳米
688148,1,芳源股份
688150,1,莱特光电
688151,1,华强科技
688152,1,麒麟信安
688153,1,唯捷创芯
688155,1,先惠技术
688156,1,路德科技
688157,1,松井股份
688158,1,优刻得
688159,1,有方科技
688160,1,步科股份
688161,1,威高骨科
688162,1,巨一科技
688163,1,赛伦生物
688165,1,埃夫特
688166,1,博瑞医药
688167,1,炬光科技
688168,1,安博通
688169,1,石头科技
688170,1,德龙激光
688171,1,纬德信息
688172,1,燕东微
688173,1,希荻微
688175,1,高凌信息
688176,1,亚虹医药
688177,1,百奥泰
688178,1,万德斯
688179,1,阿拉丁
688180,1,君实生物
688181,1,八亿时空
688182,1,灿勤科技
688183,1,生益电子
688184,1,ST帕瓦
688185,1,康希诺
688186,1,广大特材
688187,1,时代电气
688188,1,柏楚电子
688189,1,南新制药
688190,1,云路股份
688191,1,智洋创新
688192,1,迪哲医药
688193,1,仁度生物
688195,1,腾景科技
688196,1,卓越新能
688197,1,首药控股
688198,1,佰仁医疗
688199,1,久日新材
688200,1,华峰测控
688201,1,ST信安
688202,1,美迪西
688203,1,海正生材
688205,1,德科立
688206,1,概伦电子
688207,1,格灵深瞳
688208,1,道通科技
688209,1,英集芯
688210,1,统联精密
688211,1,中科微至
688212,1,澳华内镜
688213,1,思特威
688215,1,瑞晟智能
688216,1,气派科技
688217,1,睿昂基因
688218,1,江苏北人
688219,1,会通股份
688220,1,翱捷科技
688221,1,前沿生物
688222,1,成都先导
688223,1,晶科能源
688225,1,亚信安全
688226,1,威腾电气
688227,1,品高股份
688228,1,开普云
688229,1,博睿数据
688230,1,芯导科技
688231,1,隆达股份
688232,1,新点软件
688233,1,神工股份
688234,1,天岳先进
688235,1,百济神州
688236,1,春立医疗
688237,1,超卓航科
688238,1,和元生物
688239,1,航宇科技
688244,1,永信至诚
688246,1,嘉和美康
688247,1,宣泰医药
688248,1,南网科技
688249,1,晶合集成
688251,1,井松智能
688252,1,天德钰
688253,1,英诺特
688255,1,凯尔达
688256,1,寒武纪
688257,1,新锐股份
688258,1,卓易信息
688259,1,创耀科技
688260,1,昀冢科技
688261,1,东微半导
688262,1,国芯科技
688265,1,南模生物
688266,1,泽璟制药
688267,1,中触媒
688268,1,华特气体
688269,1,凯立新材
688270,1,ST臻镭
688271,1,联影医疗
688272,1,富吉瑞
688273,1,麦澜德
688275,1,万润新能
688276,1,百克生物
688277,1,天智航
688278,1,特宝生物
688279,1,峰岹科技
688280,1,精进电动
688281,1,华秦科技
688282,1,理工导航
688283,1,坤恒顺维
688285,1,高铁电气
688286,1,敏芯股份
688287,1,退市观典
688288,1,鸿泉技术
688289,1,圣湘生物
688290,1,景业智能
688291,1,金橙子
688292,1,浩瀚深度
688293,1,奥浦迈
688295,1,中复神鹰
688296,1,和达科技
688297,1,中无人机
688298,1,东方生物
688299,1,长阳科技
688300,1,联瑞新材
688301,1,奕瑞科技
688302,1,海创药业
688303,1,大全能源
688305,1,科德数控
688306,1,均普智能
688307,1,中润光学
688308,1,欧科亿
688309,1,恒誉环保
688310,1,迈得医疗
688311,1,盟升电子
688312,1,燕麦科技
688313,1,仕佳光子
688314,1,康拓医疗
688315,1,诺禾致源
688316,1,青云科技
688317,1,之江生物
688318,1,财富趋势
688319,1,欧林生物
688320,1,禾川科技
688321,1,微芯生物
688322,1,奥比中光
688323,1,瑞华泰
688325,1,赛微微电
688326,1,经纬恒润
688327,1,云从科技
688328,1,深科达
688329,1,艾隆科技
688330,1,宏力达
688331,1,荣昌生物
688332,1,中科蓝讯
688333,1,铂力特
688334,1,西高院
688335,1,复洁科技
688336,1,三生国健
688337,1,普源精电
688338,1,赛科希德
688339,1,亿华通
688343,1,云天励飞
688345,1,博力威
688347,1,华虹宏力
688348,1,昱能科技
688349,1,三一重能
688350,1,富淼科技
688351,1,微电生理
688352,1,颀中科技
688353,1,华盛锂电
688355,1,明志科技
688356,1,键凯科技
688357,1,建龙微纳
688358,1,祥生医疗
688359,1,三孚新科
688360,1,德马科技
688361,1,中科飞测
688362,1,甬矽电子
688363,1,华熙生物
688365,1,光云科技
688366,1,昊海生科
688367,1,工大高科
688368,1,晶丰明源
688369,1,致远互联
688370,1,丛麟科技
688371,1,菲沃泰
688372,1,伟测科技
688373,1,盟科药业
688375,1,国博电子
688376,1,美埃科技
688377,1,迪威尔
688378,1,奥来德
688379,1,华光新材
688380,1,中微半导
688381,1,帝奥微
688382,1,益方生物
688383,1,新益昌
688385,1,复旦微电
688386,1,泛亚微透
688387,1,信科移动
688388,1,嘉元科技
688389,1,普门科技
688390,1,固德威
688391,1,钜泉科技
688392,1,骄成超声
688393,1,安必平
688395,1,正弦电气
688396,1,华润微
688398,1,赛特新材
688399,1,硕世生物
688400,1,凌云光
688401,1,路维光电
688403,1,汇成股份
688408,1,中信博
688409,1,富创精密
688410,1,山外山
688416,1,恒烁股份
688418,1,震有科技
688419,1,耐科装备
688420,1,美腾科技
688425,1,铁建重工
688426,1,康为世纪
688428,1,诺诚健华
688429,1,时创能源
688432,1,有研硅
688433,1,华曙高科
688435,1,英方软件
688439,1,振华风光
688443,1,智翔金泰
688448,1,磁谷科技
688450,1,光格科技
688455,1,科捷智能
688456,1,有研粉材
688458,1,美芯晟
688459,1,哈铁科技
688466,1,金科环境
688468,1,科美诊断
688469,1,芯联集成
688472,1,阿特斯
688475,1,萤石网络
688478,1,晶升股份
688479,1,友车科技
688480,1,赛恩斯
688484,1,南芯科技
688485,1,九州一轨
688486,1,龙迅股份
688488,1,艾迪药业
688489,1,三未信安
688496,1,*ST清越
688498,1,源杰科技
688499,1,利元亨
688500,1,慧辰股份
688501,1,青达环保
688502,1,茂莱光学
688503,1,聚和材料
688505,1,复旦张江
688506,1,百利天恒
688507,1,索辰科技
688508,1,芯朋微
688509,1,正元地信
688510,1,航亚科技
688511,1,天微电子
688512,1,慧智微
688513,1,苑东生物
688515,1,裕太微
688516,1,奥特维
688517,1,金冠电气
688518,1,联赢激光
688519,1,南亚新材
688520,1,神州细胞
688521,1,芯原股份
688522,1,纳睿雷达
688523,1,航天环宇
688525,1,佰维存储
688526,1,科前生物
688528,1,秦川物联
688529,1,豪森智能
688530,1,欧莱新材
688531,1,日联科技
688533,1,上声电子
688535,1,华海诚科
688536,1,思瑞浦
688538,1,和辉光电
688539,1,高华科技
688543,1,国科军工
688548,1,广钢气体
688549,1,中巨芯
688550,1,瑞联新材
688551,1,科威尔
688552,1,航天南湖
688553,1,汇宇制药
688556,1,高测股份
688557,1,兰剑智能
688558,1,国盛智科
688559,1,海目星
688560,1,明冠新材
688561,1,奇安信
688562,1,航天软件
688563,1,航材股份
688565,1,力源科技
688566,1,吉贝尔
688567,1,孚能科技
688568,1,中科星图
688569,1,铁科轨道
688570,1,天玛智控
688571,1,杭华股份
688573,1,信宇人
688575,1,亚辉龙
688576,1,西山科技
688577,1,浙海德曼
688578,1,艾力斯
688579,1,地纬智能
688580,1,伟思医疗
688581,1,安杰思
688582,1,芯动联科
688584,1,上海合晶
688585,1,上纬新材
688586,1,江航装备
688588,1,凌志软件
688589,1,力合微
688590,1,新致软件
688591,1,泰凌微
688592,1,司南导航
688593,1,新相微
688595,1,芯海科技
688596,1,正帆科技
688597,1,煜邦电力
688598,1,金博股份
688599,1,天合光能
688600,1,皖仪科技
688601,1,力芯微
688602,1,康鹏科技
688603,1,天承科技
688606,1,奥泰生物
688607,1,康众医疗
688608,1,恒玄科技
688609,1,九联科技
688610,1,埃科光电
688611,1,杭州柯林
688612,1,威迈斯
688613,1,奥精医疗
688616,1,西力科技
688617,1,惠泰医疗
688618,1,三旺通信
688619,1,罗普特
688620,1,安凯微
688621,1,阳光诺和
688622,1,*ST禾信
688623,1,双元科技
688625,1,呈和科技
688626,1,翔宇医疗
688627,1,精智达
688628,1,优利德
688629,1,华丰科技
688630,1,芯碁微装
688631,1,莱斯信息
688633,1,星球石墨
688636,1,智明达
688638,1,誉辰智能
688639,1,华恒生物
688646,1,ST逸飞
688648,1,中邮科技
688651,1,盛邦安全
688652,1,京仪装备
688653,1,康希通信
688655,1,迅捷兴
688656,1,浩欧博
688657,1,浩辰软件
688658,1,悦康药业
688659,1,元琛科技
688660,1,电气风电
688661,1,和林微纳
688662,1,富信科技
688663,1,新风光
688665,1,四方光电
688667,1,菱电电控
688668,1,鼎通科技
688669,1,聚石化学
688670,1,金迪克
688671,1,碧兴物联
688676,1,金盘科技
688677,1,海泰新光
688678,1,福立旺
688679,1,通源环境
688680,1,海优新材
688681,1,科汇股份
688682,1,霍莱沃
688683,1,莱尔科技
688685,1,迈信林
688686,1,奥普特
688687,1,凯因科技
688689,1,银河微电
688690,1,纳微科技
688691,1,灿芯股份
688693,1,锴威特
688695,1,中创股份
688696,1,极米科技
688697,1,纽威数控
688698,1,伟创电气
688699,1,明微电子
688700,1,东威科技
688701,1,卓锦股份
688702,1,盛科通信
688707,1,振华新材
688709,1,成都华微
688711,1,宏微科技
688716,1,中研股份
688717,1,艾罗能源
688718,1,唯赛勃
688719,1,爱科赛博
688720,1,艾森股份
688722,1,同益中
688728,1,格科微
688733,1,壹石通
688737,1,中自科技
688739,1,成大生物
688766,1,普冉股份
688767,1,博拓生物
688768,1,容知日新
688772,1,珠海冠宇
688776,1,国光电气
688777,1,中控技术
688778,1,厦钨新能
688779,1,五矿新能
688786,1,悦安新材
688787,1,海天瑞声
688788,1,科思科技
688789,1,宏华数科
688793,1,倍轻松
688798,1,艾为电子
688799,1,华纳药厂
688800,1,瑞可达
688819,1,天能股份
688981,1,中芯国际
689009,1,九号公司
000001,1,平安银行
000002,1,万科A
000004,1,*ST国华
000006,1,深振业A
000007,1,全新好
000008,1,神州高铁
000009,1,中国宝安
000010,1,*ST美丽
000011,1,深物业A
000012,1,南玻A
000014,1,沙河股份
000016,1,*ST康佳A
000017,1,深中华A
000019,1,深粮控股
000020,1,深华发A
000021,1,深科技
000023,1,*ST深天
000025,1,特力A
000026,1,飞亚达
000027,1,深圳能源
000028,1,国药一致
000029,1,深深房A
000030,1,富奥股份
000031,1,大悦城
000032,1,深桑达A
000034,1,神州数码
000035,1,中国天楹
000036,1,华联控股
000037,1,深南电A
000039,1,中集集团
000040,0,*ST旭蓝
000042,1,中洲控股
000045,1,深纺织A
000048,1,京基智农
000049,1,德赛电池
000050,1,深天马A
000055,1,方大集团
000056,1,*ST皇庭
000058,1,深赛格
000059,1,华锦股份
000060,1,中金岭南
000061,1,农产品
000062,1,深圳华强
000063,1,中兴通讯
000065,1,北方国际
000066,1,中国长城
000068,1,华控赛格
000069,1,华侨城A
000070,1,特发信息
000078,1,ST海王
000088,1,盐田港
000089,1,深圳机场
000090,1,天健集团
000096,1,广聚能源
000099,1,中信海直
000100,1,TCL科技
000151,1,中成股份
000153,1,丰原药业
000155,1,川能动力
000156,1,华数传媒
000157,1,中联重科
000158,1,常山北明
000159,1,国际实业
000166,1,申万宏源
000301,1,东方盛虹
000333,1,美的集团
000338,1,潍柴动力
000400,1,许继电气
000401,1,金隅冀东
000402,1,金融街
000403,1,派林生物
000404,1,长虹华意
000407,1,胜利股份
000408,1,藏格矿业
000409,1,云鼎科技
000410,1,沈阳机床
000411,1,英特集团
000413,0,ST旭电
000415,1,渤海租赁
000417,1,合百集团
000419,1,通程控股
000420,1,吉林化纤
000421,1,南京公用
000422,1,湖北宜化
000423,1,东阿阿胶
000425,1,徐工机械
000426,1,兴业银锡
000428,1,华天酒店
000429,1,粤高速A
000430,1,张家界
000488,1,ST晨鸣
000498,1,山东路桥
000501,1,武商集团
000503,1,国新健康
000504,1,*ST生物
000505,1,京粮控股
000506,1,招金黄金
000507,1,珠海港
000509,1,华塑控股
000510,1,新金路
000513,1,丽珠集团
000514,1,渝开发
000516,1,国际医学
000517,1,荣安地产
000518,1,四环生物
000519,1,中兵红箭
000520,1,凤凰航运
000521,1,长虹美菱
000523,1,红棉股份
000524,1,岭南控股
000525,1,红太阳
000526,1,学大教育
000528,1,柳工
000529,1,广弘控股
000530,1,冰山冷热
000531,1,穗恒运A
000532,1,华金资本
000533,1,顺钠股份
000534,1,万泽股份
000536,1,华映科技
000537,1,绿发电力
000538,1,云南白药
000539,1,粤电力A
000541,1,佛山照明
000543,1,皖能电力
000544,1,中原环保
000545,1,金浦钛业
000546,1,金圆股份
000547,1,航天发展
000548,1,湖南投资
000550,1,江铃汽车
000551,1,创元科技
000552,1,甘肃能化
000553,1,安道麦A
000554,1,泰山石油
000555,1,神州信息
000557,1,西部创业
000558,1,天府文旅
000559,1,万向钱潮
000560,1,我爱我家
000561,1,烽火电子
000563,1,陕国投A
000564,1,供销大集
000565,1,渝三峡A
000566,1,海南海药
000567,1,海德股份
000568,1,泸州老窖
000570,1,苏常柴A
000571,1,新大洲A
000572,1,海马汽车
000573,1,粤宏远A
000576,1,甘化科工
000581,1,威孚高科
000582,1,北部湾港
000584,1,工智退
000586,1,汇源通信
000589,1,贵州轮胎
000590,1,古汉医药
000591,1,太阳能
000592,1,平潭发展
000593,1,德龙汇能
000595,1,*ST宝实
000596,1,古井贡酒
000597,1,东北制药
000598,1,兴蓉环境
000599,1,青岛双星
000600,1,建投能源
000601,1,韶能股份
000603,1,盛达资源
000605,1,渤海股份
000607,1,华媒控股
000608,1,阳光股份
000609,1,*ST中迪
000610,1,*ST西旅
000612,1,焦作万方
000615,1,*ST美谷
000617,1,中油资本
000619,1,海螺新材
000620,1,盈新发展
000622,1,恒立退
000623,1,吉林敖东
000625,1,长安汽车
000626,1,远大控股
000627,1,*ST天茂
000628,1,高新发展
000629,1,钒钛股份
000630,1,铜陵有色
000631,1,顺发恒能
000632,1,ST三木
000633,1,合金投资
000635,1,英力特
000636,1,风华高科
000637,1,茂化实华
000638,1,*ST万方
000639,1,ST西王
000650,1,仁和药业
000651,1,格力电器
000652,1,泰达股份
000655,1,金岭矿业
000656,1,*ST金科
000657,1,中钨高新
000659,1,珠海中富
000661,1,长春高新
000663,1,永安林业
000665,1,湖北广电
000668,1,荣丰控股
000669,1,ST金鸿
000670,1,盈方微
000672,1,上峰材料
000676,1,智度股份
000677,1,ST海龙
000678,1,襄阳轴承
000679,1,大连友谊
000680,1,山推股份
000681,1,视觉中国
000682,1,东方电子
000683,1,博源化工
000685,1,中山公用
000686,1,东北证券
000688,1,国城矿业
000690,1,宝新能源
000691,1,亚太实业
000692,1,惠天热电
000695,1,滨海能源
000697,1,炼石航空
000698,1,ST沈化
000700,1,模塑科技
000701,1,厦门信达
000702,1,正虹科技
000703,1,恒逸石化
000705,1,浙江震元
000707,1,双环科技
000708,1,中信特钢
000709,1,河钢股份
000710,1,贝瑞基因
000711,1,ST京蓝
000712,1,锦龙股份
000713,1,国投丰乐
000715,1,中兴商业
000716,1,黑芝麻
000717,1,中南股份
000718,1,苏宁环球
000719,1,中原传媒
000720,1,新能泰山
000721,1,西安饮食
000722,1,湖南发展
000723,1,美锦能源
000725,1,京东方A
000726,1,鲁泰A
000727,1,冠捷科技
000728,1,国元证券
000729,1,燕京啤酒
000731,1,四川美丰
000733,1,振华科技
000735,1,罗牛山
000736,1,中交地产
000737,1,北方铜业
000738,1,航发控制
000739,1,普洛药业
000750,1,国海证券
000751,1,锌业股份
000752,1,*ST西发
000753,1,漳州发展
000755,1,山西高速
000756,1,新华制药
000757,1,浩物股份
000758,1,中色股份
000759,1,中百集团
000761,1,本钢板材
000762,1,西藏矿业
000766,1,通化金马
000767,1,晋控电力
000768,1,中航西飞
000776,1,广发证券
000777,1,中核科技
000778,1,新兴铸管
000779,1,甘咨询
000782,1,恒申新材
000783,1,长江证券
000785,1,居然智家
000786,1,北新建材
000788,1,北大医药
000789,1,万年青
000790,1,华神科技
000791,1,甘肃能源
000792,1,盐湖股份
